# {"t_start": 1757022631.8578174, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
1373.35531,0.86,0.86,200,6.406666
1015.356053,0.335,0.34,200,10.8497
1110.239197,0.37,0.375,200,15.270097
1376.826279,0.85,0.86,200,19.639803
1355.111738,0.795,0.805,200,25.291027
1512.761451,0.885,0.885,200,29.906904
1343.403951,0.835,0.855,200,34.561347
1305.163665,0.81,0.82,200,39.156504
1489.167213,0.81,0.81,200,44.344015
1580.893952,0.835,0.84,200,48.834407
1351.718454,0.795,0.8,200,53.548865
1525.363005,0.805,0.83,200,58.307838
1485.921979,0.775,0.78,200,63.737837
1464.250384,0.62,0.62,200,68.273396
1485.007439,0.785,0.79,200,72.975793
1423.536347,0.865,0.865,200,77.723634
1678.581201,0.85,0.86,200,82.966927
1240.269895,0.515,0.535,200,87.490259
1451.896805,0.885,0.885,200,92.242929
1502.269101,0.805,0.815,200,96.934044
1439.236416,0.775,0.78,200,102.227916
1364.891441,0.795,0.8,200,106.742642
1377.502646,0.8,0.81,200,111.374367
1386.22369,0.81,0.81,200,116.034816
1339.117991,0.825,0.835,200,120.977062
1514.807767,0.8,0.8,200,125.695179
1477.018607,0.76,0.775,200,130.37375
1347.722185,0.835,0.84,200,134.856279
1545.467051,0.81,0.815,200,140.348668
1380.060446,0.825,0.835,200,145.062845
1548.789233,0.86,0.87,200,149.818491
1334.503385,0.815,0.82,200,154.631385
1468.714353,0.785,0.79,200,160.208416
1318.222738,0.66,0.66,200,164.81127
718.702503,0.15,0.16,200,169.60452
1423.082474,0.845,0.86,200,174.436118
1656.279054,0.835,0.84,200,179.821129
1391.699874,0.81,0.83,200,184.496771
1346.656203,0.765,0.77,200,189.21634
1375.704735,0.825,0.83,200,193.914208
1477.16094,0.865,0.87,200,199.321465
1353.755491,0.82,0.835,200,204.128138
1348.766938,0.835,0.845,200,208.912055
1480.517146,0.75,0.77,200,213.441084
1579.720958,0.835,0.845,200,218.777922
1522.982484,0.875,0.875,200,223.495905
1653.947424,0.84,0.85,200,228.16643
1672.260224,0.84,0.845,200,232.998854
871.425826,0.29,0.29,200,238.228178
1688.806691,0.85,0.865,200,242.958371
1355.0095,0.81,0.82,200,247.754926
1389.748916,0.85,0.86,200,252.454972
1387.900177,0.825,0.84,200,257.806408
1326.926504,0.82,0.84,200,262.5311
1712.516071,0.86,0.88,200,267.344887
1566.974107,0.865,0.865,200,272.105274
1662.823585,0.77,0.775,200,277.405665
1439.941462,0.775,0.78,200,282.069986
1403.379417,0.825,0.85,200,286.757824
1577.085432,0.82,0.825,200,291.429065
1682.794175,0.84,0.845,200,296.817899
1337.601833,0.815,0.815,200,301.445151
1211.434154,0.5,0.5,200,305.960752
1620.482658,0.835,0.845,200,310.620205
1451.966771,0.845,0.865,200,315.878215
1340.838473,0.78,0.785,200,320.505394
1485.638428,0.86,0.865,200,325.233325
1223.612804,0.445,0.455,200,329.876194
1352.024408,0.81,0.825,200,335.086418
1357.555113,0.84,0.85,200,339.761575
1666.952233,0.86,0.865,200,344.429274
1239.925159,0.61,0.65,200,349.098943
1375.187107,0.8,0.83,200,354.43721
1531.477632,0.815,0.815,200,359.134672
1324.495249,0.82,0.83,200,363.824692
1577.410806,0.82,0.82,200,368.581888
1560.189982,0.88,0.88,200,373.871588
1463.060595,0.77,0.77,200,378.617181
1381.303514,0.77,0.77,200,383.15517
1557.12542,0.825,0.83,200,387.793637
1354.390002,0.765,0.775,200,393.395012
1617.417383,0.81,0.82,200,398.064142
1525.224107,0.81,0.815,200,402.774847
1722.744958,0.88,0.905,200,407.475843
1461.639421,0.84,0.865,200,412.771152
1391.70324,0.835,0.84,200,417.437029
1328.352315,0.84,0.84,200,422.05305
1375.001599,0.86,0.86,200,426.655602
1538.416449,0.815,0.83,200,431.931968
993.257108,0.395,0.405,200,436.55671
1433.407057,0.865,0.875,200,441.216383
1385.124801,0.795,0.81,200,445.868285
1335.433987,0.82,0.83,200,451.268467
1537.469825,0.795,0.8,200,456.027586
1064.477106,0.435,0.445,200,460.708791
1557.655999,0.875,0.875,200,465.411595
1608.700038,0.82,0.82,200,470.729055
1716.065055,0.855,0.855,200,475.418836
1343.476772,0.795,0.83,200,480.096632
1393.021189,0.84,0.855,200,484.744608
