# {"t_start": 1757073748.585372, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
5754.545432,0.845,0.865,200,7.519044
4385.396158,0.825,0.84,200,12.139953
5747.979531,0.835,0.845,200,16.830389
5729.218022,0.835,0.835,200,21.506011
5752.308404,0.865,0.87,200,26.161438
3141.803729,0.885,0.885,200,30.859332
4539.627166,0.845,0.86,200,35.601856
5078.249597,0.83,0.835,200,40.358782
5745.751595,0.835,0.85,200,45.196805
4439.34944,0.84,0.86,200,50.012316
5689.028579,0.815,0.83,200,57.213651
5649.286636,0.795,0.795,200,62.044306
5389.183778,0.795,0.805,200,66.813597
2592.478724,0.875,0.875,200,71.511966
5711.967559,0.825,0.835,200,76.111844
5745.099957,0.87,0.885,200,80.931173
4566.672364,0.405,0.42,200,85.714044
4277.848945,0.84,0.855,200,90.48401
5729.111474,0.84,0.855,200,95.312554
5614.41964,0.75,0.755,200,100.027496
5614.854282,0.795,0.81,200,107.045031
5344.232005,0.805,0.81,200,111.959333
5628.912301,0.795,0.805,200,116.690561
5665.667388,0.82,0.825,200,121.482476
4209.036358,0.865,0.865,200,126.246576
3373.485434,0.875,0.875,200,131.095297
5658.324632,0.78,0.8,200,135.871347
5732.463608,0.855,0.86,200,140.477826
5754.354191,0.86,0.865,200,145.191081
5682.082475,0.8,0.825,200,149.729541
4733.491715,0.84,0.855,200,156.974498
5407.178071,0.825,0.835,200,161.664337
5579.790288,0.82,0.83,200,166.394289
5733.648446,0.84,0.84,200,171.095634
5601.912778,0.8,0.815,200,175.707754
4558.534474,0.86,0.87,200,180.43468
5493.372518,0.81,0.81,200,185.093623
4280.552321,0.65,0.65,200,189.729914
3094.698205,0.85,0.87,200,194.571685
4942.284296,0.85,0.865,200,199.420391
5668.710409,0.79,0.81,200,206.202296
3120.098384,0.725,0.755,200,210.968302
3158.276488,0.055,0.065,200,215.561132
5196.758937,0.805,0.825,200,220.24028
3371.602746,0.86,0.87,200,225.082525
4680.056772,0.835,0.85,200,229.823654
4962.535062,0.615,0.615,200,234.64198
5673.42205,0.81,0.815,200,239.364328
5756.768618,0.84,0.85,200,244.159206
2569.947264,0.87,0.88,200,248.944774
5508.194362,0.78,0.785,200,255.98595
5547.901722,0.77,0.79,200,260.760693
4064.862216,0.86,0.86,200,265.528955
5747.837953,0.84,0.85,200,270.288361
5740.116239,0.835,0.845,200,275.024172
3187.535506,0.87,0.87,200,279.662105
5488.204303,0.78,0.785,200,284.221489
5756.6751,0.85,0.855,200,288.911824
5691.064016,0.82,0.825,200,293.747983
5244.112584,0.825,0.845,200,298.658984
5606.365288,0.81,0.815,200,306.028867
3416.616815,0.885,0.885,200,310.825176
5738.735041,0.84,0.84,200,315.62039
4335.175975,0.88,0.88,200,320.482465
3023.803486,0.895,0.895,200,325.313074
5649.107781,0.825,0.825,200,330.165772
5648.951582,0.805,0.83,200,334.967523
4483.601061,0.84,0.845,200,339.839329
5368.038207,0.735,0.74,200,344.739171
5578.192043,0.865,0.875,200,349.527944
3886.259917,0.835,0.855,200,356.774428
2684.926151,0.595,0.605,200,361.579046
4270.917962,0.84,0.86,200,366.396047
5067.496925,0.555,0.555,200,371.20369
5739.03538,0.85,0.855,200,375.922883
3075.035184,0.885,0.885,200,380.727734
5567.485151,0.785,0.805,200,385.586976
3121.436479,0.855,0.865,200,390.248722
5700.4257,0.82,0.83,200,394.818966
5637.236627,0.82,0.825,200,399.556971
3298.652056,0.88,0.88,200,406.699253
4113.145922,0.84,0.855,200,411.580466
5722.57837,0.83,0.83,200,416.386359
5470.104739,0.78,0.785,200,421.242812
4489.592133,0.84,0.845,200,426.089782
5626.993376,0.795,0.795,200,430.915573
5727.151306,0.84,0.84,200,435.814107
5654.120553,0.815,0.815,200,440.648914
5625.582713,0.81,0.81,200,445.57034
5439.505152,0.81,0.825,200,450.338128
3014.366596,0.86,0.865,200,457.306174
2978.192698,0.875,0.875,200,462.195318
5774.996078,0.87,0.885,200,467.028898
5612.075876,0.81,0.815,200,471.860445
5095.954893,0.825,0.84,200,476.631302
3426.890188,0.835,0.845,200,481.489876
3666.116346,0.845,0.86,200,486.352954
4895.783666,0.84,0.845,200,491.197685
4832.587422,0.84,0.85,200,495.859862
5677.515615,0.81,0.82,200,500.614588
4693.027943,0.835,0.86,200,507.713952
5501.814453,0.78,0.79,200,512.583691
4363.206617,0.835,0.85,200,517.486712
5619.069285,0.805,0.81,200,522.277075
5472.629993,0.785,0.785,200,526.977258
5668.172507,0.815,0.82,200,531.765264
4566.779851,0.815,0.84,200,536.414578
5744.579917,0.85,0.86,200,541.149791
5077.11715,0.56,0.56,200,545.970703
5659.757774,0.8,0.805,200,550.829621
4528.584794,0.82,0.845,200,557.803608
5196.879172,0.5,0.51,200,562.57828
3151.432885,0.89,0.89,200,567.478188
2591.265945,0.87,0.87,200,572.228484
4901.72393,0.81,0.82,200,577.097062
5648.043469,0.815,0.815,200,581.67229
5544.551804,0.765,0.78,200,586.28931
4923.046446,0.85,0.86,200,591.091987
4756.273071,0.385,0.41,200,595.85039
