# {"t_start": 1757073748.024798, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
4578.498698,0.72,0.76,200,8.082657
5546.491746,0.795,0.8,200,12.69876
3178.99871,0.865,0.875,200,17.390014
5626.393084,0.79,0.81,200,22.064317
2692.89597,0.89,0.89,200,26.728991
5261.908978,0.65,0.65,200,31.408892
4725.465062,0.875,0.875,200,36.172796
4181.172086,0.84,0.85,200,40.918996
4272.61443,0.845,0.865,200,45.753321
5588.738161,0.8,0.8,200,50.576124
2610.019129,0.88,0.88,200,57.776921
5632.434397,0.8,0.81,200,62.607253
5769.943841,0.87,0.88,200,67.378796
4543.137788,0.09,0.1,200,72.076149
5676.284966,0.8,0.81,200,76.67677
5385.464099,0.72,0.725,200,81.485184
5667.970275,0.795,0.8,200,86.2734
5736.747714,0.85,0.865,200,91.044114
5230.997579,0.825,0.83,200,95.876578
4234.969692,0.31,0.32,200,100.592018
5720.952083,0.83,0.835,200,107.610677
5474.594432,0.825,0.84,200,112.5225
5740.709059,0.83,0.84,200,117.245506
5636.859854,0.805,0.805,200,122.039556
5085.357185,0.555,0.56,200,126.807711
2912.037312,0.885,0.885,200,131.654359
5517.52473,0.8,0.815,200,136.440303
4093.734677,0.85,0.865,200,141.031278
3312.301814,0.87,0.87,200,145.74845
5760.664514,0.86,0.865,200,150.292654
3621.630857,0.835,0.85,200,157.539723
4776.563949,0.435,0.435,200,162.224702
5665.77147,0.805,0.815,200,166.957736
3222.117502,0.86,0.865,200,171.651814
3798.290519,0.86,0.865,200,176.268155
5472.252951,0.765,0.775,200,180.995659
5744.259296,0.865,0.875,200,185.648602
5691.113332,0.825,0.83,200,190.300161
2802.599102,0.875,0.875,200,195.135695
5520.661636,0.785,0.785,200,199.979365
5565.151153,0.795,0.8,200,206.760473
5701.850904,0.82,0.825,200,211.529073
5741.043097,0.84,0.86,200,216.105019
5653.801426,0.81,0.82,200,220.803524
5672.711331,0.815,0.82,200,225.645823
2551.930984,0.875,0.875,200,230.395968
5636.110205,0.785,0.785,200,235.204877
5748.126527,0.835,0.845,200,239.919555
5429.898352,0.8,0.81,200,244.72217
5595.213881,0.8,0.81,200,249.508624
3508.610814,0.85,0.87,200,256.543337
5669.406826,0.79,0.815,200,261.319247
5753.280145,0.855,0.86,200,266.084226
2480.728824,0.885,0.885,200,270.851025
5605.050684,0.805,0.815,200,275.587212
4481.367642,0.84,0.86,200,280.227771
5122.168281,0.57,0.575,200,284.787169
5543.021844,0.815,0.82,200,289.47578
5715.554897,0.825,0.835,200,294.305026
5207.378826,0.61,0.615,200,299.220511
3031.910205,0.85,0.87,200,306.5934
5028.072379,0.79,0.825,200,311.385648
4817.426254,0.835,0.835,200,316.190907
2960.647081,0.88,0.88,200,321.042007
3407.794109,0.855,0.875,200,325.879118
3716.151279,0.855,0.875,200,330.716846
3076.958602,0.865,0.865,200,335.52775
5670.182081,0.81,0.81,200,340.399781
5070.174648,0.455,0.46,200,345.299548
5703.860836,0.82,0.825,200,350.088969
5221.097408,0.7,0.705,200,357.334212
4582.829401,0.84,0.85,200,362.132309
5573.136786,0.785,0.785,200,366.954772
5743.348428,0.855,0.86,200,371.767509
5605.934345,0.795,0.805,200,376.487297
5700.41589,0.84,0.855,200,381.29626
5653.313976,0.81,0.815,200,386.148077
3566.899706,0.84,0.86,200,390.809172
5540.129195,0.865,0.87,200,395.381358
4857.394493,0.825,0.84,200,400.122113
5661.253764,0.8,0.8,200,407.260548
4369.556547,0.86,0.86,200,412.140654
4894.519828,0.855,0.86,200,416.950109
2979.31851,0.88,0.88,200,421.799082
3094.454283,0.885,0.885,200,426.650171
4465.593898,0.005,0.005,200,431.472779
5152.007472,0.805,0.815,200,436.375149
5682.843487,0.82,0.825,200,441.207778
5515.569127,0.775,0.785,200,446.131198
4729.111845,0.82,0.85,200,450.892479
5742.52009,0.84,0.85,200,457.869442
4188.411289,0.89,0.89,200,462.759215
5548.940953,0.79,0.795,200,467.593436
5604.201301,0.8,0.81,200,472.421952
3818.716089,0.835,0.845,200,477.189478
5740.05806,0.85,0.85,200,482.048294
3034.042869,0.845,0.865,200,486.916708
5652.138411,0.795,0.805,200,491.76067
2977.685343,0.87,0.87,200,496.421022
5736.447553,0.835,0.845,200,501.171867
5742.744272,0.835,0.85,200,508.27216
5529.11267,0.79,0.795,200,513.143977
4453.631834,0.82,0.84,200,518.051212
5696.233767,0.82,0.825,200,522.838537
3792.601319,0.2,0.225,200,527.536927
5698.231772,0.825,0.825,200,532.325608
2680.036501,0.855,0.87,200,536.982302
5079.186564,0.665,0.665,200,541.711005
2849.10865,0.86,0.86,200,546.533731
4898.115708,0.515,0.525,200,551.387117
