# {"t_start": 1757073748.4113672, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
5689.652709,0.82,0.83,200,7.69516
4123.861727,0.735,0.74,200,12.308028
5099.077412,0.825,0.835,200,17.005249
5136.007938,0.815,0.835,200,21.67443
5718.047286,0.82,0.83,200,26.338289
5681.693512,0.795,0.81,200,31.026312
5585.322808,0.8,0.805,200,35.786022
4222.086637,0.875,0.875,200,40.536427
5743.792629,0.855,0.855,200,45.370858
3362.062232,0.89,0.89,200,50.19164
5558.940047,0.795,0.8,200,57.390349
5735.702953,0.835,0.845,200,62.224017
5327.98969,0.83,0.83,200,66.992999
5646.249039,0.785,0.8,200,71.684617
5606.813834,0.79,0.8,200,76.286938
2902.884795,0.86,0.865,200,81.105056
2665.044779,0.88,0.88,200,85.889723
4104.46283,0.875,0.875,200,90.652902
5669.055565,0.815,0.825,200,95.486164
5658.717322,0.805,0.805,200,100.202345
4571.50077,0.43,0.46,200,107.22422
5555.383384,0.79,0.79,200,112.128198
5709.976734,0.83,0.83,200,116.864171
5682.134241,0.815,0.82,200,121.646297
5667.44919,0.8,0.81,200,126.425482
5742.736991,0.86,0.865,200,131.26866
4829.048227,0.825,0.835,200,136.054842
5720.031222,0.825,0.825,200,140.652733
5725.874537,0.825,0.83,200,145.361232
5736.847682,0.84,0.84,200,149.900894
5431.152874,0.78,0.785,200,157.158339
5724.522703,0.82,0.84,200,161.838405
5380.242293,0.81,0.82,200,166.5725
4153.35059,0.825,0.845,200,171.264273
5752.865224,0.875,0.88,200,175.878201
5659.203921,0.8,0.8,200,180.608517
5738.037296,0.835,0.845,200,185.265248
5030.739589,0.815,0.835,200,189.907421
5684.558912,0.815,0.825,200,194.749161
5746.932131,0.85,0.86,200,199.590533
5656.863281,0.8,0.805,200,206.376304
2956.508363,0.85,0.86,200,211.142696
4888.623697,0.825,0.85,200,215.720878
4559.793816,0.835,0.855,200,220.415737
4257.625222,0.835,0.835,200,225.259791
5661.293816,0.79,0.795,200,230.009507
5665.58212,0.785,0.815,200,234.815948
3310.222269,0.865,0.865,200,239.535894
4370.904144,0.84,0.86,200,244.331702
5746.92591,0.87,0.87,200,249.118175
4631.32484,0.83,0.83,200,256.15835
5669.839849,0.815,0.815,200,260.936139
5013.999608,0.53,0.53,200,265.703973
5727.581946,0.835,0.835,200,270.458165
4730.327007,0.81,0.845,200,275.20267
5653.14248,0.765,0.775,200,279.838948
3003.180668,0.88,0.88,200,284.398728
5612.023103,0.79,0.805,200,289.083085
4977.39282,0.82,0.84,200,293.917741
5555.705232,0.785,0.805,200,298.832828
4337.84406,0.855,0.855,200,306.206876
3717.819598,0.045,0.055,200,310.996006
5711.754137,0.815,0.84,200,315.801316
5478.039578,0.77,0.785,200,320.658413
4355.418012,0.885,0.885,200,325.48736
2661.04815,0.86,0.865,200,330.336933
5743.462078,0.85,0.86,200,335.142113
5667.658575,0.8,0.805,200,340.008035
4426.916146,0.84,0.86,200,344.915053
5660.335241,0.79,0.79,200,349.707519
4811.402106,0.84,0.84,200,356.946728
5756.803321,0.855,0.875,200,361.738881
5744.983529,0.845,0.845,200,366.566872
5660.071435,0.78,0.785,200,371.381257
3987.543251,0.84,0.87,200,376.100163
5640.106615,0.79,0.8,200,380.912673
5753.306341,0.86,0.86,200,385.758885
4855.250619,0.835,0.845,200,390.423412
4569.58003,0.845,0.85,200,394.994446
5758.660163,0.855,0.855,200,399.736698
5739.620001,0.855,0.86,200,406.867269
5033.26087,0.565,0.585,200,411.752537
5609.136676,0.815,0.815,200,416.563949
5271.948879,0.8,0.825,200,421.413184
5708.366057,0.83,0.83,200,426.254511
5586.255065,0.785,0.785,200,431.08333
4637.095099,0.825,0.845,200,435.992086
5579.930001,0.785,0.8,200,440.82126
3234.617723,0.845,0.86,200,445.746092
5751.963819,0.845,0.85,200,450.504848
5623.052501,0.795,0.795,200,457.483038
5689.565143,0.815,0.83,200,462.371634
2675.083695,0.88,0.88,200,467.202409
5747.260154,0.835,0.855,200,472.035818
4912.163735,0.515,0.515,200,476.800691
5422.854187,0.765,0.77,200,481.659699
4617.451472,0.84,0.86,200,486.529052
4594.492229,0.85,0.85,200,491.373678
5602.849901,0.8,0.805,200,496.032455
5721.739657,0.83,0.83,200,500.782825
5607.932027,0.855,0.86,200,507.88411
4281.884664,0.825,0.855,200,512.757681
3977.592476,0.87,0.875,200,517.665102
2494.384996,0.87,0.875,200,522.449731
4789.110056,0.83,0.835,200,527.154465
5724.061935,0.855,0.865,200,531.936138
5164.551877,0.8,0.82,200,536.590983
4549.957522,0.815,0.835,200,541.323801
5482.298481,0.805,0.81,200,546.144629
5741.820327,0.835,0.84,200,550.999069
4107.823064,0.845,0.855,200,557.967545
5344.938819,0.555,0.565,200,562.747971
5616.793306,0.8,0.805,200,567.64907
4924.889682,0.485,0.5,200,572.408994
5741.530525,0.845,0.85,200,577.273346
4962.190932,0.71,0.73,200,581.845707
4218.803306,0.365,0.39,200,586.458309
4948.267359,0.61,0.61,200,591.261156
2919.138849,0.875,0.88,200,596.022963
5550.92158,0.82,0.82,200,600.722963
5623.071033,0.81,0.815,200,607.647265
5752.128,0.845,0.855,200,612.468296
