# {"t_start": 1757028362.293996, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
2467.284415,0.81,0.83,200,7.63363
2534.149265,0.85,0.855,200,11.954641
2610.004514,0.855,0.865,200,16.144975
2600.633292,0.855,0.86,200,20.441247
2287.514787,0.485,0.485,200,25.751162
3540.624199,0.88,0.88,200,30.17976
3550.181826,0.825,0.835,200,34.582344
2570.19748,0.865,0.875,200,38.979613
3688.585788,0.885,0.89,200,44.207464
2545.69986,0.135,0.15,200,48.827465
2868.581059,0.785,0.785,200,53.424352
3533.721683,0.845,0.86,200,57.888279
3601.171445,0.815,0.84,200,63.092783
3716.37934,0.87,0.87,200,67.569558
2578.080551,0.855,0.86,200,72.258214
2469.987129,0.845,0.85,200,76.752237
2652.868981,0.845,0.845,200,81.828765
2554.381481,0.835,0.845,200,86.146566
3520.693623,0.875,0.875,200,90.449106
2390.76728,0.765,0.775,200,94.727572
2334.22303,0.82,0.83,200,99.682396
2524.020645,0.84,0.85,200,104.05844
3434.858845,0.795,0.8,200,108.45115
2542.617773,0.85,0.855,200,112.794422
3212.721733,0.85,0.865,200,117.769136
2548.33781,0.8,0.8,200,122.095141
2458.501356,0.52,0.535,200,126.299955
2438.891191,0.78,0.79,200,130.643992
3091.619913,0.78,0.795,200,135.903695
2532.077762,0.855,0.855,200,140.35509
2496.958107,0.825,0.835,200,144.715629
2504.021916,0.86,0.86,200,149.143691
2582.994209,0.815,0.83,200,154.454834
2413.081771,0.825,0.825,200,158.959418
3542.264421,0.89,0.89,200,163.38005
2264.193833,0.79,0.8,200,167.766361
3392.806121,0.815,0.825,200,172.809398
3714.274293,0.82,0.84,200,177.39305
2575.869406,0.85,0.865,200,181.820126
2482.685633,0.82,0.835,200,186.15889
2405.756974,0.655,0.655,200,191.043565
3356.085832,0.86,0.865,200,195.52344
3451.147726,0.665,0.68,200,199.946449
3120.368278,0.855,0.87,200,204.472284
2713.283808,0.785,0.79,200,209.678467
2563.521003,0.77,0.775,200,214.16892
2846.321425,0.785,0.795,200,218.861368
2582.835747,0.855,0.86,200,223.340553
2574.616022,0.865,0.865,200,228.58948
2437.248313,0.29,0.305,200,233.039668
3664.74831,0.82,0.85,200,237.687054
2535.126036,0.84,0.845,200,242.295659
2555.330776,0.77,0.78,200,247.519742
3427.952624,0.85,0.86,200,252.02602
3195.97081,0.825,0.85,200,256.522233
2574.257951,0.83,0.84,200,261.14144
2322.685544,0.77,0.78,200,266.547186
2592.190862,0.58,0.58,200,271.156365
3602.830651,0.815,0.84,200,275.646966
2586.970775,0.775,0.775,200,280.369116
3044.332995,0.825,0.855,200,285.709386
3261.228777,0.865,0.865,200,290.385225
3297.257335,0.875,0.875,200,295.077921
2520.086962,0.845,0.85,200,299.760152
2725.846013,0.77,0.775,200,305.08136
2613.432119,0.835,0.845,200,309.665787
3156.276148,0.835,0.855,200,314.272205
2363.416714,0.71,0.715,200,318.940944
3530.079486,0.82,0.845,200,324.25568
3446.241024,0.855,0.86,200,328.92503
3379.376396,0.86,0.86,200,333.574962
3092.337315,0.855,0.855,200,338.170964
3026.66941,0.81,0.835,200,343.445379
3446.696872,0.875,0.875,200,348.16776
2579.976288,0.855,0.87,200,352.740045
2401.687377,0.06,0.07,200,357.332166
2569.814344,0.865,0.865,200,362.653153
3769.252531,0.855,0.865,200,367.338728
2347.852229,0.805,0.81,200,371.870926
2991.227647,0.815,0.83,200,376.490116
3181.910966,0.86,0.875,200,382.01926
2314.977786,0.765,0.785,200,386.728051
3604.28083,0.87,0.87,200,391.333911
3647.000479,0.855,0.855,200,395.819529
2518.93632,0.84,0.855,200,401.24482
3045.069162,0.805,0.815,200,405.963902
2464.320358,0.82,0.83,200,410.567361
4036.437816,0.79,0.805,200,415.144225
2322.469885,0.755,0.77,200,420.429914
3698.894343,0.83,0.84,200,425.082166
3309.064865,0.825,0.855,200,429.728705
2896.716762,0.805,0.81,200,434.367981
3748.522176,0.83,0.85,200,439.828897
2302.504587,0.76,0.77,200,444.626182
2528.839806,0.845,0.85,200,449.457441
3730.226337,0.805,0.83,200,454.092818
3679.991904,0.805,0.82,200,459.422808
2948.483447,0.77,0.79,200,464.151555
3587.121135,0.87,0.87,200,468.936289
2647.913815,0.845,0.85,200,473.625178
2972.821647,0.845,0.855,200,478.816968
2453.27205,0.765,0.78,200,483.30048
3663.817913,0.815,0.82,200,487.914478
3399.729896,0.86,0.865,200,492.601159
3240.641559,0.845,0.855,200,498.033348
3612.490444,0.775,0.79,200,502.846385
