# {"t_start": 1755727298.2500072, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
26.707965,0.0,0.0,200,119.895836
16.679377,0.0,0.0,200,221.902414
25.284063,0.0,0.005,200,319.203842
25.179878,0.0,0.005,200,416.192275
13.396914,0.0,0.0,200,512.813697
25.559399,0.005,0.005,200,605.518836
-15.361565,0.0,0.0,200,697.994485
16.358824,0.0,0.0,200,788.798341
14.4596,0.005,0.005,200,878.725211
10.972611,0.0,0.0,200,968.792909
0.667912,0.0,0.0,200,1061.511331
23.473548,0.0,0.005,200,1150.892436
25.457091,0.005,0.015,200,1242.385848
20.038323,0.0,0.02,200,1329.797598
-1.827695,0.0,0.0,200,1417.402154
3.780784,0.0,0.0,200,1506.094047
14.987945,0.005,0.01,200,1595.485437
-8.799575,0.0,0.0,200,1683.588326
11.755657,0.0,0.0,200,1770.888546
-27.114293,0.0,0.0,200,1858.822047
-7.569344,0.0,0.0,200,1950.595246
-59.87238,0.0,0.0,200,2035.989156
-32.374825,0.0,0.0,200,2120.789902
-45.285345,0.0,0.0,200,2207.387986
20.780977,0.0,0.015,200,2294.800443
-63.118051,0.0,0.0,171,2369.642166
-74.829529,0.0,0.0,176,2446.619654
-55.118764,0.0,0.0,159,2517.731485
32.014132,0.02,0.055,200,2607.213401
-49.197215,0.0,0.0,200,2693.532058
-62.316788,0.0,0.0,191,2776.323063
24.522441,0.01,0.025,200,2865.023179
-64.094488,0.0,0.0,200,2951.984731
-61.110863,0.0,0.0,200,3037.594935
35.688869,0.005,0.095,200,3124.700513
-73.437587,0.0,0.0,200,3210.59919
36.138889,0.01,0.06,200,3295.62224
32.584429,0.01,0.055,200,3382.406312
27.761513,0.01,0.035,200,3468.708069
-58.495243,0.0,0.0,200,3555.691436
-58.880732,0.0,0.0,200,3641.323826
32.377127,0.0,0.025,200,3731.596025
37.31026,0.03,0.09,200,3817.113727
31.068217,0.0,0.04,200,3904.217185
-46.856178,0.0,0.0,200,3992.287802
-50.629442,0.0,0.0,200,4080.036114
-43.094385,0.0,0.0,200,4167.249171
31.145835,0.02,0.05,200,4252.908928
20.85566,0.005,0.005,200,4338.904473
32.666721,0.015,0.045,200,4424.813
29.684986,0.01,0.025,200,4511.215461
33.715092,0.01,0.03,200,4601.894164
-32.743719,0.0,0.0,200,4688.006115
25.957431,0.005,0.01,200,4774.405516
28.804869,0.0,0.035,200,4858.312352
-12.520851,0.0,0.0,200,4943.790269
-32.003508,0.0,0.0,200,5030.309023
-30.032163,0.0,0.0,200,5117.527112
26.281164,0.0,0.02,200,5203.934928
-36.387075,0.0,0.0,200,5289.020304
25.817769,0.0,0.005,200,5375.69702
30.663185,0.0,0.0,200,5466.406797
26.91952,0.0,0.015,200,5553.395628
-35.137154,0.0,0.0,200,5640.046953
-47.697042,0.0,0.0,200,5725.800925
-40.06814,0.0,0.0,200,5812.409833
29.095843,0.0,0.015,200,5898.986813
35.031417,0.015,0.03,200,5985.014323
22.06814,0.005,0.025,200,6072.19377
29.449146,0.01,0.03,200,6159.422096
21.135566,0.0,0.0,200,6246.939366
37.665241,0.02,0.055,200,6331.713575
-28.390363,0.0,0.0,200,6419.807132
32.868675,0.01,0.025,200,6507.797005
32.917287,0.005,0.025,200,6594.711255
28.207471,0.005,0.025,200,6681.193357
32.386856,0.01,0.05,200,6768.112718
32.72265,0.01,0.045,200,6853.014491
-24.271659,0.0,0.0,200,6939.011785
-23.968281,0.0,0.0,200,7025.29114
30.022107,0.005,0.025,200,7111.409622
-32.713823,0.0,0.0,200,7197.21807
29.281739,0.005,0.015,200,7286.493438
28.254368,0.0,0.0,200,7372.239267
-3.795725,0.0,0.0,200,7457.656906
-30.571813,0.0,0.0,200,7544.736862
-29.295819,0.0,0.0,200,7630.48788
28.768321,0.015,0.055,200,7718.388824
-46.320239,0.0,0.0,200,7805.901219
31.606558,0.0,0.02,200,7892.418089
32.978507,0.0,0.03,200,7978.92158
-34.909302,0.0,0.0,200,8064.788
40.612355,0.01,0.065,200,8154.118633
-38.820925,0.0,0.0,200,8240.987955
34.393149,0.02,0.035,200,8327.012834
30.463275,0.0,0.015,200,8413.792518
36.543516,0.015,0.06,200,8498.633264
55.422345,0.01,0.155,200,8585.01766
34.473248,0.0,0.01,200,8673.434247
29.340008,0.01,0.025,200,8759.695881
32.67426,0.01,0.04,200,8845.616759
-44.853238,0.0,0.0,200,8930.422474
34.525244,0.01,0.045,200,9020.133343
29.871397,0.0,0.0,200,9105.722377
31.61656,0.0,0.01,200,9191.424504
34.447003,0.055,0.07,200,9278.330292
37.197182,0.02,0.08,200,9363.52438
-26.280689,0.0,0.0,200,9449.499589
42.526193,0.0,0.075,200,9534.211389
-21.853896,0.0,0.0,200,9619.202677
50.907807,0.025,0.09,200,9706.286355
40.766336,0.015,0.08,200,9790.592494
36.263979,0.0,0.025,200,9875.741611
38.836521,0.015,0.075,200,9965.901651
31.965688,0.005,0.035,200,10051.322908
25.375598,0.0,0.0,200,10135.903401
-39.528863,0.0,0.0,200,10223.096913
32.360595,0.005,0.035,200,10309.494922
37.75239,0.005,0.055,200,10393.62452
-41.901015,0.0,0.0,200,10480.489153
-4.250081,0.0,0.0,200,10566.700945
-26.950272,0.0,0.0,200,10651.909939
25.239964,0.0,0.0,200,10738.121435
39.474056,0.02,0.05,200,10828.616152
-21.401629,0.0,0.0,200,10915.717682
30.547895,0.0,0.025,200,11002.023887
-15.453622,0.0,0.0,200,11088.500494
-31.251572,0.0,0.0,200,11174.7846
47.20012,0.005,0.075,200,11261.00186
31.633146,0.005,0.01,200,11345.995106
44.534905,0.01,0.07,200,11430.69166
-36.829876,0.0,0.0,200,11516.098743
38.646862,0.0,0.0,200,11602.291484
-15.614789,0.0,0.0,200,11690.511651
44.226305,0.02,0.085,200,11776.087362
37.915271,0.0,0.0,200,11862.613959
35.19816,0.005,0.02,200,11949.102088
36.238883,0.0,0.005,200,12035.940624
32.286063,0.005,0.01,200,12123.022496
58.489057,0.04,0.15,200,12209.317502
36.986883,0.0,0.005,200,12295.698509
-26.413599,0.0,0.0,200,12381.726206
36.570632,0.005,0.005,200,12468.709045
-16.824011,0.0,0.0,200,12557.492468
43.641497,0.04,0.055,200,12643.826475
47.566305,0.005,0.05,200,12729.310772
46.328953,0.005,0.05,200,12815.489054
41.830318,0.015,0.04,200,12899.852679
44.741152,0.01,0.03,200,12985.192703
47.797545,0.015,0.055,200,13071.53435
37.419231,0.02,0.05,200,13157.602027
38.0908,0.005,0.02,200,13243.707532
44.071125,0.0,0.0,200,13329.418286
52.054175,0.0,0.0,200,13415.895989
37.742374,0.005,0.02,200,13505.219989
49.094014,0.015,0.045,200,13590.211212
-28.743218,0.0,0.0,200,13676.021814
47.648788,0.03,0.055,200,13762.224275
36.584981,0.0,0.0,200,13847.289085
48.383883,0.0,0.03,200,13934.012544
33.597395,0.01,0.01,200,14020.301395
-16.835708,0.0,0.0,200,14107.613713
45.296977,0.035,0.05,200,14193.032776
55.663651,0.02,0.02,200,14279.325936
7.674503,0.0,0.0,200,14368.487773
55.179285,0.0,0.0,200,14456.039955
46.167233,0.01,0.045,200,14541.597139
45.128393,0.0,0.01,200,14627.289577
-23.196165,0.0,0.0,200,14712.121342
53.750735,0.02,0.045,200,14798.705504
52.430775,0.06,0.115,200,14885.499539
57.055365,0.035,0.035,200,14970.827773
53.040323,0.045,0.07,200,15057.821207
43.810296,0.015,0.035,200,15143.601062
10.803841,0.0,0.0,200,15232.918352
39.79828,0.0,0.015,200,15318.38989
47.645223,0.01,0.02,200,15404.608005
-6.467036,0.0,0.0,200,15491.107281
57.421232,0.025,0.05,200,15577.01805
50.983208,0.025,0.04,200,15663.613819
15.042283,0.0,0.0,200,15751.004329
44.093208,0.01,0.015,200,15836.810774
-0.032556,0.0,0.0,200,15922.114846
53.78181,0.005,0.005,200,16008.347369
54.726073,0.02,0.07,200,16095.998444
46.99741,0.01,0.045,200,16182.893979
59.539755,0.01,0.1,200,16270.207306
45.927462,0.0,0.0,200,16355.887822
-4.373744,0.0,0.0,200,16441.603345
6.873555,0.0,0.0,200,16524.986481
58.830063,0.01,0.01,200,16612.927997
59.848804,0.015,0.015,200,16698.345775
50.15349,0.01,0.015,200,16784.817728
-14.332487,0.0,0.0,200,16870.515925
51.555034,0.025,0.05,200,16957.515373
61.811294,0.02,0.02,200,17047.544134
2.686617,0.0,0.0,200,17133.01584
53.626843,0.005,0.06,200,17219.494547
46.778006,0.0,0.0,200,17305.495877
47.263217,0.01,0.015,200,17389.818705
44.331144,0.005,0.045,200,17475.688385
-3.675248,0.0,0.0,200,17561.591465
-13.390721,0.0,0.0,200,17648.187707
59.285543,0.03,0.03,200,17735.344781
63.956944,0.015,0.015,200,17820.413382
49.54349,0.015,0.025,200,17909.502386
64.633627,0.0,0.0,200,17994.324376
57.988084,0.0,0.0,200,18082.143559
51.238117,0.0,0.0,200,18167.989846
56.211372,0.035,0.07,200,18255.188494
56.139769,0.04,0.04,200,18340.088491
58.033371,0.04,0.04,200,18424.033263
62.083633,0.01,0.01,200,18510.742618
58.814596,0.0,0.0,200,18594.728072
54.878992,0.03,0.06,200,18679.411827
4.499838,0.0,0.0,200,18767.709971
53.19378,0.03,0.065,200,18853.512228
63.135569,0.045,0.055,200,18939.803477
-1.03723,0.0,0.0,200,19022.807087
49.397772,0.0,0.0,200,19107.621238
6.57008,0.0,0.0,200,19193.230323
5.531614,0.0,0.0,200,19279.095864
56.821678,0.02,0.02,200,19364.816808
60.37222,0.025,0.025,200,19449.503417
60.329116,0.04,0.04,200,19535.329784
50.902368,0.02,0.025,200,19622.903309
47.547937,0.035,0.06,200,19709.597108
45.393946,0.01,0.04,200,19795.925798
