# {"t_start": 1755727297.700371, "env_id": "graff-v0"} 
r,obj_lift,obj_grab,l,t
6.198834,0.0,0.0,200,120.549699
15.172925,0.0,0.0,200,222.462959
0.940151,0.0,0.0,200,319.839202
11.240454,0.0,0.0,200,416.742909
4.593825,0.01,0.01,200,513.355575
26.415278,0.0,0.005,200,606.054258
16.044535,0.0,0.005,200,698.47237
-10.326547,0.0,0.0,200,789.338805
-6.949862,0.0,0.0,200,879.260937
13.67678,0.0,0.0,200,969.352239
14.936738,0.0,0.0,200,1061.949996
0.718779,0.0,0.0,200,1151.255642
11.439928,0.01,0.025,200,1242.873498
45.608335,0.06,0.085,200,1329.839859
35.069468,0.05,0.07,200,1417.94019
-24.711855,0.0,0.0,200,1506.74642
23.682932,0.0,0.025,200,1596.056834
8.629277,0.0,0.0,200,1684.052009
29.361224,0.01,0.04,200,1771.455533
9.434875,0.0,0.0,200,1859.341472
-9.49566,0.0,0.0,200,1951.338503
-31.926939,0.0,0.0,200,2036.454478
-68.789127,0.0,0.0,200,2121.451483
34.384394,0.015,0.05,200,2207.838755
-63.222417,0.0,0.0,176,2284.575303
23.830265,0.0,0.015,200,2372.241889
41.403376,0.005,0.085,200,2460.656348
30.795512,0.0,0.03,200,2550.042283
32.485185,0.005,0.02,200,2638.268204
20.972814,0.0,0.0,200,2724.168518
35.318427,0.005,0.035,200,2813.853017
37.019911,0.025,0.08,200,2900.452782
29.313418,0.01,0.06,200,2987.43719
23.484849,0.005,0.025,200,3072.16333
23.72368,0.005,0.02,200,3158.769639
-73.24194,0.0,0.0,200,3244.339246
25.693584,0.02,0.025,200,3330.060826
-63.235513,0.0,0.0,200,3417.269685
27.80574,0.01,0.065,200,3504.165126
-74.244354,0.0,0.0,200,3590.357738
32.902412,0.01,0.05,200,3676.17152
-32.067587,0.0,0.0,200,3765.899644
26.759561,0.015,0.035,200,3852.261594
-30.575672,0.0,0.0,200,3940.937863
31.221199,0.015,0.05,200,4028.351944
23.365545,0.005,0.01,200,4114.865937
27.660351,0.015,0.055,200,4201.351427
-19.559275,0.0,0.0,200,4287.783671
30.383647,0.005,0.03,200,4373.584025
-37.118948,0.0,0.0,200,4459.68146
23.233175,0.005,0.01,200,4546.836411
25.903212,0.0,0.04,200,4636.43791
28.360769,0.0,0.01,200,4722.463538
19.82988,0.005,0.01,200,4808.68109
-26.248839,0.0,0.0,200,4891.665617
30.474859,0.015,0.035,200,4978.745363
-31.282522,0.0,0.0,200,5064.976882
31.110377,0.015,0.035,200,5151.986211
-9.192107,0.0,0.0,200,5237.877083
-29.220656,0.0,0.0,200,5323.469206
24.375492,0.0,0.02,200,5410.542145
32.615783,0.01,0.05,200,5501.539039
32.065627,0.01,0.04,200,5588.448332
24.106948,0.005,0.02,200,5674.58106
24.09494,0.0,0.02,200,5760.736533
31.997067,0.005,0.015,200,5846.470861
21.164849,0.0,0.02,200,5933.746156
41.335257,0.01,0.085,200,6020.235964
32.184643,0.025,0.065,200,6107.464683
-37.273911,0.0,0.0,200,6194.050136
31.461641,0.0,0.005,200,6281.150547
30.158931,0.005,0.04,200,6369.668923
-22.529304,0.0,0.0,200,6454.457045
31.354737,0.005,0.04,200,6542.850194
-24.605349,0.0,0.0,200,6629.970414
39.390828,0.015,0.07,200,6716.142079
-22.57446,0.0,0.0,200,6801.765822
28.791593,0.005,0.035,200,6887.742718
32.279238,0.01,0.01,200,6972.961888
25.257583,0.0,0.005,200,7060.437931
37.86253,0.015,0.08,200,7146.068085
41.682149,0.035,0.085,200,7231.454018
32.357671,0.015,0.03,200,7320.668484
36.923122,0.005,0.05,200,7407.26558
25.451669,0.0,0.005,200,7492.578139
-42.756105,0.0,0.0,200,7579.760894
35.809006,0.005,0.06,200,7664.965439
-26.865803,0.0,0.0,200,7753.274192
-36.982829,0.0,0.0,200,7840.761003
33.621186,0.005,0.03,200,7926.846177
-19.677562,0.0,0.0,200,8013.795158
31.306228,0.005,0.015,200,8099.659819
-34.172094,0.0,0.0,200,8189.66371
-32.152027,0.0,0.0,200,8275.162485
33.71819,0.0,0.04,200,8362.155817
33.709874,0.015,0.05,200,8447.440361
29.58535,0.0,0.01,200,8533.035792
40.741799,0.01,0.065,200,8620.469585
45.428583,0.01,0.06,200,8708.436411
-28.100599,0.0,0.0,200,8794.244701
-20.837013,0.0,0.0,200,8879.443488
-37.927237,0.0,0.0,200,8964.552092
31.393264,0.005,0.02,200,9054.264489
-35.406857,0.0,0.0,200,9140.752226
49.71249,0.015,0.115,200,9226.535799
-28.808764,0.0,0.0,200,9312.567636
35.430593,0.005,0.04,200,9398.155391
34.097585,0.03,0.06,200,9483.542905
31.278516,0.0,0.045,200,9568.484597
-38.952007,0.0,0.0,200,9653.970671
-31.966454,0.0,0.0,200,9740.23789
38.043916,0.005,0.05,200,9824.862633
30.659806,0.0,0.02,200,9913.774364
34.926011,0.0,0.025,200,10000.856149
33.151528,0.005,0.005,200,10085.281456
38.241702,0.005,0.055,200,10171.468624
35.39991,0.015,0.07,200,10257.177698
51.346026,0.02,0.115,200,10343.066824
31.244322,0.005,0.01,200,10428.5587
39.697092,0.02,0.05,200,10514.953097
34.108405,0.005,0.025,200,10601.949814
38.05491,0.03,0.065,200,10686.965448
32.587832,0.0,0.02,200,10773.383095
34.353867,0.0,0.0,200,10863.787461
39.366363,0.01,0.04,200,10950.611398
32.251317,0.0,0.04,200,11036.766614
36.068282,0.02,0.045,200,11123.240933
38.153682,0.005,0.05,200,11209.739643
-34.990925,0.0,0.0,200,11295.653257
39.378031,0.005,0.035,200,11380.26461
32.820054,0.0,0.0,200,11465.266161
34.772554,0.01,0.04,200,11550.144776
45.260795,0.01,0.085,200,11636.438147
41.015038,0.01,0.025,200,11724.704405
-23.290585,0.0,0.0,200,11810.850214
41.51038,0.015,0.05,200,11896.760122
-28.4886,0.0,0.0,200,11983.765269
54.504504,0.015,0.15,200,12070.864353
45.386004,0.03,0.06,200,12157.660546
-31.395754,0.0,0.0,200,12243.938631
0.600154,0.0,0.0,200,12330.101918
-30.76918,0.0,0.0,200,12416.25237
34.757026,0.01,0.035,200,12503.555132
35.38981,0.005,0.015,200,12591.967037
35.888124,0.02,0.035,200,12677.461761
43.62026,0.0,0.005,200,12764.282249
37.969808,0.0,0.01,200,12849.275888
33.861818,0.005,0.01,200,12934.271254
29.770035,0.005,0.005,200,13020.149676
34.20911,0.005,0.01,200,13106.175925
53.271679,0.02,0.02,200,13192.457939
50.801538,0.0,0.0,200,13277.959394
33.088648,0.005,0.005,200,13364.248615
35.825512,0.01,0.015,200,13453.881815
-29.036301,0.0,0.0,200,13539.851918
-27.11985,0.0,0.0,200,13624.76109
53.52369,0.005,0.005,200,13708.992447
-20.318779,0.0,0.0,200,13796.872257
49.904815,0.055,0.06,200,13881.975981
55.262387,0.005,0.005,200,13969.493622
34.855583,0.005,0.015,200,14054.659371
39.431812,0.01,0.02,200,14142.251029
45.967115,0.005,0.035,200,14226.838238
-18.899682,0.0,0.0,200,14316.86069
-27.351946,0.0,0.0,200,14403.368062
37.992483,0.015,0.025,200,14490.837278
-24.98992,0.0,0.0,200,14575.772736
52.929428,0.03,0.06,200,14661.380081
56.675906,0.005,0.005,200,14747.540051
47.205163,0.01,0.045,200,14832.884453
48.381087,0.01,0.055,200,14919.445202
55.76298,0.05,0.07,200,15005.763151
41.465536,0.01,0.025,200,15091.163192
48.318246,0.035,0.04,200,15178.93663
39.550853,0.01,0.025,200,15267.470015
37.308881,0.0,0.005,200,15352.761675
-5.586805,0.0,0.0,200,15439.058336
10.151963,0.0,0.0,200,15526.254969
3.126246,0.0,0.0,200,15612.757278
23.588913,0.0,0.0,200,15698.838434
56.530023,0.045,0.05,200,15785.754245
-5.606356,0.0,0.0,200,15869.865043
53.061403,0.04,0.055,200,15956.541168
5.984704,0.0,0.0,200,16042.139223
47.030701,0.02,0.03,200,16130.567434
47.934624,0.035,0.04,200,16217.84585
60.28218,0.015,0.015,200,16304.598083
58.071469,0.015,0.015,200,16390.05784
